paper studies	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
paper studies	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	designed algorithm	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
optimal finite	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
designed algorithm	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	numerical example	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
krasovskii functional	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	sufficient condition	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
numerical example	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
sufficient condition	appropriate lyapunov	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
sufficient condition	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
sufficient condition	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
sufficient condition	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
sufficient condition	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
sufficient condition	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
appropriate lyapunov	admissible uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
appropriate lyapunov	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
appropriate lyapunov	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
appropriate lyapunov	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
appropriate lyapunov	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
admissible uncertainties	bounded uncertainties	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
admissible uncertainties	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
admissible uncertainties	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
admissible uncertainties	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
bounded uncertainties	uncertain nonlinear mjss	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
bounded uncertainties	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
bounded uncertainties	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
uncertain nonlinear mjss	time passive controller	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
uncertain nonlinear mjss	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
time passive controller	proposed design approach	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
